0,.,29912
1,?,11552
2,you,8168
3,'s,7407
4,the,6079
5,that,4637
6,it,4308
7,!,4089
8,a,3764
9,what,2855
10,do,2500
11,oh,2127
12,i,2084
13,here,2040
14,there,1971
15,to,1952
16,in,1801
17,is,1781
18,and,1712
19,look,1585
20,on,1540
21,can,1534
22,this,1508
23,xxx,1461
24,n't,1414
25,where,1407
26,see,1400
27,your,1397
28,yeah,1358
29,we,1313
30,go,1236
31,okay,1231
32,put,1208
33,want,1131
34,are,1102
35,ball,1038
36,wanna,1017
37,no,1013
38,up,915
39,let,897
40,'re,871
41,one,843
42,at,817
43,baby,800
44,come,790
45,with,755
46,get,747
47,na,729
48,gon,728
49,mommy,713
50,like,705
51,good,677
52,he,674
53,little,671
54,hm,668
55,have,665
56,right,647
57,book,646
58,me,615
59,huh,584
60,play,545
61,down,541
62,for,539
63,did,513
64,say,500
65,back,452
66,not,451
67,of,449
68,some,443
69,box,442
70,got,441
71,now,423
72,does,421
73,'ll,417
74,who,409
75,yay,404
76,more,398
77,peekaboo,390
78,over,387
79,all,382
80,know,378
81,going,359
82,hi,355
83,chi,340
84,'m,339
85,she,338
86,throw,337
87,out,336
88,hello,331
89,just,326
90,my,321
91,yes,320
92,them,319
93,they,317
94,think,310
95,too,307
96,so,291
97,him,284
98,how,281
99,push,276
100,pretty,275
101,make,275
102,big,272
103,those,269
104,off,261
105,bear,260
106,turn,255
107,www,254
108,very,253
109,mm,248
110,nice,238
111,give,237
112,ah,237
113,take,236
114,uh,228
115,was,227
116,boy,225
117,hey,221
118,should,221
119,car,221
120,read,217
121,kitty,216
122,try,215
123,touch,209
124,draw,209
125,daddy,206
126,chair,204
127,ahhah,202
128,tickle,201
129,big_bird,200
130,duck,200
131,ready,199
132,goes,198
133,hat,197
134,be,196
135,thank,195
136,again,193
137,paper,191
138,joseph,191
139,his,190
140,two,188
141,else,188
142,these,186
143,sweetie,186
144,bunny,186
145,sit,185
146,mama,184
147,but,182
148,another,180
149,picture,180
150,cat,176
151,doing,175
152,ethan,175
153,hee,175
154,watch,173
155,if,173
156,open,173
157,her,172
158,about,172
159,away,172
160,uhoh,171
161,ca,170
162,bye,170
163,well,168
164,ooh,168
165,pop,168
166,mhm,167
167,around,165
168,meow,162
169,boom,162
170,has,161
171,whoops,161
172,hand,160
173,shake,160
174,doggie,159
175,eat,155
176,need,155
177,red,152
178,something,149
179,mot,147
180,would,146
181,thank_you,146
182,blue,144
183,says,143
184,bang,143
185,alright,139
186,quack,138
