0,doc0,1242.0
1,doc1,1262.0
2,doc2,1545.0
3,doc3,3013.0
4,doc4,1553.0
5,doc5,1269.0
6,doc6,549.0
7,doc7,1846.0
8,doc8,1984.0
9,doc9,740.0
10,doc10,1496.0
11,doc11,1103.0
12,doc12,2487.0
13,doc13,1519.0
14,doc14,854.0
15,doc15,2096.0
16,doc16,2061.0
17,doc17,881.0
18,doc18,1655.0
19,doc19,823.0
20,doc20,4792.0
21,doc21,4842.0
22,doc22,2477.0
23,doc23,4041.0
24,doc24,7928.0
25,doc25,5146.0
26,doc26,2294.0
27,doc27,2165.0
28,doc28,7457.0
29,doc29,1487.0
30,doc30,1812.0
31,doc31,5359.0
32,doc32,3892.0
33,doc33,2145.0
34,doc34,1984.0
35,doc35,1039.0
36,doc36,3969.0
37,doc37,5950.0
38,doc38,1048.0
39,doc39,2941.0
40,doc40,754.0
41,doc41,2070.0
42,doc42,2128.0
43,doc43,2714.0
44,doc44,1071.0
45,doc45,1407.0
46,doc46,2819.0
47,doc47,1469.0
48,doc48,4389.0
49,doc49,755.0
50,doc50,1884.0
51,doc51,1288.0
52,doc52,4723.0
53,doc53,911.0
54,doc54,1111.0
55,doc55,1233.0
56,doc56,1092.0
57,doc57,1709.0
58,doc58,1348.0
59,doc59,1445.0
60,doc60,1743.0
61,doc61,902.0
62,doc62,1486.0
63,doc63,1292.0
64,doc64,1797.0
65,doc65,968.0
66,doc66,1546.0
67,doc67,1860.0
68,doc68,2155.0
69,doc69,3047.0
70,doc70,1085.0
71,doc71,1267.0
72,doc72,501.0
73,doc73,1512.0
74,doc74,1574.0
75,doc75,1351.0
76,doc76,421.0
77,doc77,4989.0
78,doc78,797.0
79,doc79,1667.0
80,doc80,1470.0
81,doc81,1466.0
82,doc82,923.0
83,doc83,956.0
84,doc84,1349.0
85,doc85,1826.0
86,doc86,1098.0
87,doc87,1766.0
88,doc88,5757.0
89,doc89,1134.0
90,doc90,3291.0
91,doc91,1761.0
92,doc92,2524.0
93,doc93,2178.0
94,doc94,1124.0
95,doc95,1338.0
96,doc96,5144.0
97,doc97,1429.0
98,doc98,992.0
99,doc99,4728.0
