0,bird
1,building
2,clothing
3,fish
4,fruit
5,furniture
6,invertebrate
7,kitchen
8,mammal
9,musical_instrument
10,plant
11,reptile
12,room
13,tool
14,toy
15,UNKNOWN
16,vegetable
17,vehicle
18,weapon
