-0.948,-0.403,-0.758,-1.244,-0.959,-0.676,-1.244,0.984,-0.017,0.946
1.831,0.560,-0.797,-1.086,-0.375,-0.305,-0.671,-0.073,-1.009,-1.185
-0.249,1.097,0.837,-0.736,0.631,1.895,0.437,-0.236,-0.611,0.710
-0.477,-0.845,-0.367,0.589,0.601,0.101,0.006,0.084,0.515,0.236
1.777,-0.511,-0.543,0.353,-1.374,-0.483,-2.049,-0.409,-0.029,-0.287
-0.090,-0.361,-0.161,-0.010,-1.538,-0.760,-0.492,-0.701,-1.103,0.489
