39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,2,0
0,0,40,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,1,0,0,21,0,5,0,0,0,0,1,0,1,4,1,0,0
0,0,0,4,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,29,0,0,0,0,2,1,0,3,0,0,0
1,0,0,2,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,5,1,0,0,1,1,1,0,0
0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
0,2,0,0,0,1,0,2,1,0,0,1,0,27,2,2,0,1,2
0,0,0,0,0,1,0,0,0,1,0,0,0,2,7,2,0,2,0
0,1,3,0,1,4,2,5,0,1,0,1,1,8,1,22,2,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26,0,0
0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,27,2
0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23
