0.228,0.111,1.805,0.618,0.683,1.936,-0.899,1.897,-1.387,-1.832
0.073,-0.393,-1.214,-2.284,-0.968,-0.780,-1.445,0.480,1.114,-0.549
0.232,0.297,0.747,0.947,-0.873,0.241,-0.658,-1.392,-0.151,-0.201
-0.545,-0.385,3.164,-1.250,2.609,0.805,-0.666,-0.299,-1.269,0.510
-0.017,0.766,-1.158,-0.146,-0.138,0.630,-0.180,-0.079,0.962,0.777
-0.193,-0.524,1.430,-0.009,-0.742,-2.025,0.374,-1.981,-0.127,0.113
