39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,2,0
0,0,40,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,1,0,0,19,1,5,0,0,0,0,1,1,1,5,1,0,0
0,0,0,4,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,27,0,0,0,0,2,2,1,3,0,0,0
1,0,0,2,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,5,1,0,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
0,2,0,0,0,1,0,2,0,0,1,2,0,24,3,3,0,1,2
0,1,0,0,0,0,0,0,0,1,0,0,0,2,7,2,0,2,0
0,2,5,0,1,4,0,5,0,1,0,1,0,7,3,20,2,0,2
0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,25,0,0
1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,29,0
0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,23
