39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,2,0
0,0,40,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,19,1,6,0,0,0,1,1,1,1,6,0,0,0
0,0,0,4,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,28,0,0,0,0,2,2,1,2,0,0,0
0,0,0,2,0,0,1,0,55,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,6,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0,2,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,3,0,1,0,0,0,2,0,29,2,2,0,1,1
0,1,0,0,0,0,0,0,0,1,0,0,0,2,7,2,0,2,0
0,1,2,0,1,3,0,6,0,1,0,1,2,9,3,20,3,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,25,0,0
1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,27,1
0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,23
